Codigo	Descripcion	Precio Costo	Precio Venta	Precio Mayoreo	Inventario	Inv. Minimo	Departamento
7.50109E+12	Cataflam Gotas	$290.00	$290.00	$290.00	0	0	PATENTE
7.50109E+12	Cataflam Suspension	$275.00	$275.00	$275.00	0	0	PATENTE
7.50157E+12	Cateter Y Canula Nasal	$40.00	$40.00	$40.00	6	0	MATERIAL DE CURACION
 CATGUT CROMICO  NO 1	Catgut Cromico 1	$35.00	$35.00	$35.00	7	0	MATERIAL DE CURACION
7.50201E+12	Cefaclor Capsulas 250 Mg	$110.00	$110.00	$110.00	0	0	GENERICOS
7.80083E+11	Cefaclor Susp 250 Mg	$110.00	$110.00	$110.00	0	0	GENERICOS
7.50201E+12	Cefaclor Suspension 125 Mg	$105.00	$105.00	$105.00	2	0	GENERICOS
7.503E+12	Cefalexina Capsulas 500 Mg	$65.00	$65.00	$65.00	2	0	GENERICOS
7.50221E+12	Cefalexina Suspension	$65.00	$65.00	$65.00	1	0	GENERICOS
7.50135E+12	Cefalotina Inyectable 1.0 Gr	$80.00	$80.00	$80.00	1	0	GENERICOS
7.50135E+12	Cefotaxima 1g Iny.	$85.00	$85.00	$85.00	4	0	GENERICOS
7.50135E+12	Cefotaxima 500 Mg	$45.00	$45.00	$45.00	2	0	GENERICOS
7.50135E+12	Ceftazidima 1 Gr 	$80.00	$80.00	$80.00	1	0	PERFUMERIA
7.5013E+12	Ceftrex 1 Gr	$350.00	$350.00	$350.00	1	0	PERFUMERIA
7.5013E+12	Ceftrex 500 Mg	$120.00	$120.00	$120.00	0	0	PERFUMERIA
7.50135E+12	Ceftriaxona 1 Gr Im	$60.00	$60.00	$60.00	7	0	GENERICOS
7.50113E+12	Ceftriaxona 1 Gr IntraVenosa 	$80.00	$80.00	$80.00	0	0	GENERICOS
7.50633E+12	Ceftriaxona 1g Iny Auroviax	$75.00	$75.00	$75.00	0	0	GENERICOS
7.50135E+12	Ceftriaxona 500 Mg	$50.00	$50.00	$50.00	2	0	GENERICOS
7.50135E+12	Cefuroxima Sol Iny 750mg	$70.00	$70.00	$70.00	0	0	GENERICOS
7.50113E+12	Cefuroxima Sol Iny 750mg	$75.00	$75.00	$75.00	0	0	GENERICOS
7.50201E+12	Cefuroxima Susp 250mg/5ml	$120.00	$120.00	$120.00	0	0	generico (Eliminado 06/08/2020)
7.50201E+12	Cefuroxima Tab. 250mg	$140.00	$140.00	$140.00	1	0	GENERICOS
7.50201E+12	Cefuroxima Tab. 500mg	$190.00	$190.00	$190.00	0	0	generico (Eliminado 06/08/2020)
7.50154E+12	Celebistan Gramage	$50.00	$50.00	$50.00	1	0	GENERICOS
7.50129E+12	Celebrex 200 Mg Cap	$435.00	$435.00	$435.00	0	0	PATENTE
7.50201E+12	Celecoxib 200 Mg Con 10 Tab	$190.00	$190.00	$190.00	0	0	PERFUMERIA
7.50105E+12	Celestamine Ns Suspension	$275.00	$275.00	$275.00	1	0	PATENTE
7.50105E+12	Celestone Iny 	$235.00	$235.00	$235.00	0	0	PATENTE
 CELESTONE INY	Celestone Iny 	$190.00	$190.00	$190.00	0	0	PERFUMERIA
7.50105E+12	Celestone Pediatrico	$252.00	$252.00	$252.00	0	0	PATENTE
7.50105E+12	Celestone Soluspan 1 Ml	$276.00	$276.00	$276.00	0	0	PATENTE
8400000699	Celulose Grin Solucionm Oftalmica	$139.00	$139.00	$139.00	0	0	PATENTE
7.50129E+12	Centrum Gender Tabletas Hombre	$225.00	$225.00	$225.00	1	0	PATENTE
7.50129E+12	Centrum Kids Tabletas	$160.00	$148.00	$160.00	0	0	PATENTE
7.50129E+12	Centrum Mujer 	$230.00	$230.00	$230.00	1	0	PATENTE
7.50111E+12	Centrum Performance Tab	$149.00	$149.00	$149.00	0	0	PATENTE
7.50111E+12	Centrum Silver Tabletas	$138.00	$138.00	$138.00	0	0	PATENTE
7.50129E+12	Centrum Silver Tabletas	$195.00	$195.00	$195.00	0	0	PATENTE
7.50106E+12	Cepacol Cereza	$36.00	$36.00	$36.00	0	0	PATENTE
7.50106E+12	Cepacol Menta	$36.00	$36.00	$36.00	0	0	PATENTE
 CEPILLO	Cepillo	$26.00	$26.00	$26.00	0	0	PERFUMERIA
7.5063E+12	Cepillo 3 X 1 Pro	$42.00	$42.00	$42.00	0	0	PERFUMERIA
6.93098E+12	Cepillo Adulto 	$10.00	$10.00	$10.00	1	0	PERFUMERIA
7.50225E+12	Cepillo Astro	$15.00	$15.00	$15.00	0	0	PERFUMERIA
7.50151E+12	Cepillo Chavo 	$20.00	$20.00	$20.00	0	0	BEBES
7.50106E+12	Cepillo Chavo Infantil	$15.00	$15.00	$15.00	0	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Adulto 	$8.00	$8.00	$8.00	0	0	PERFUMERIA
7.50107E+12	Cepillo Clinic All Rounder	$15.00	$15.00	$15.00	0	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Caritas	$13.00	$13.00	$13.00	2	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Fusion	$12.00	$12.00	$12.00	1	0	BEBES
7.50107E+12	Cepillo Clinic Guitar	$12.00	$12.00	$12.00	6	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Kids 	$15.00	$15.00	$15.00	10	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Neo	$13.00	$13.00	$13.00	11	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Peques Gel Infantil 	$13.00	$13.00	$13.00	10	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Plus	$10.00	$10.00	$10.00	0	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Plus Kit	$28.00	$28.00	$28.00	12	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Plus Travel Adulto	$8.00	$8.00	$8.00	0	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Q Family	$22.00	$22.00	$22.00	0	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Ralfy 	$15.00	$15.00	$15.00	5	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Sensations C/2	$20.00	$20.00	$20.00	0	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Summer	$13.00	$13.00	$13.00	3	0	PERFUMERIA
7.50107E+12	Cepillo Clinic Sun	$18.00	$18.00	$18.00	6	0	PERFUMERIA
7.50955E+12	Cepillo Colgate 3 X 1	$32.00	$32.00	$32.00	0	0	PERFUMERIA
7.50955E+12	Cepillo Colgate Extra Clean	$20.00	$20.00	$20.00	0	0	PERFUMERIA
6.91505E+12	Cepillo Con Espejo	$18.00	$18.00	$18.00	0	0	PERFUMERIA
70942125611	Cepillo Crayola	$20.00	$20.00	$20.00	0	0	PERFUMERIA
7.50107E+12	Cepillo Dental Clinic Adulto Nano	$15.00	$15.00	$15.00	0	0	PERFUMERIA
7.50107E+12	Cepillo Dental Clinic As	$13.00	$13.00	$13.00	7	0	BEBES
7.89102E+12	Cepillo Dental Colgate 2x1	$45.00	$45.00	$45.00	0	0	- Sin Departamento -
6.91002E+12	Cepillo Dental Colgate Premier	$10.00	$10.00	$10.00	0	0	PERFUMERIA
 691|0021007206	Cepillo Dental Colgate Premier Clear	$10.00	$10.00	$10.00	0	0	PERFUMERIA
3.01426E+12	Cepillo Dental Frozer	$38.00	$38.00	$38.00	2	0	PERFUMERIA
7.50044E+12	Cepillo Dental Oral B Duo	$32.00	$32.00	$32.00	4	0	PERFUMERIA
7.50044E+12	Cepillo Dental Oral B Spiderman	$45.00	$45.00	$45.00	4	0	PERFUMERIA
3.01426E+12	Cepillo Dental Poo Oral B 	$45.00	$45.00	$45.00	2	0	PERFUMERIA
7.50109E+12	Cepillo Dental Pro  Duro	$29.00	$29.00	$29.00	0	0	PERFUMERIA
7.50109E+12	Cepillo Dental Pro 2x1	$35.00	$35.00	$35.00	0	0	PERFUMERIA
7.50109E+12	Cepillo Dental Pro Duro	$28.00	$28.00	$28.00	0	0	PERFUMERIA
7.50109E+12	Cepillo Dientes OralB 35	$32.00	$32.00	$32.00	0	0	PERFUMERIA
7.50109E+12	Cepillo Dientes OralB 40	$30.00	$30.00	$30.00	0	0	PERFUMERIA
7.50109E+12	Cepillo Dientes OralB 60	$32.00	$32.00	$32.00	0	0	PERFUMERIA
7.50044E+12	Cepillo Disney Pack	$38.00	$38.00	$38.00	1	0	PERFUMERIA
7.50106E+12	Cepillo Dorardent 	$12.00	$12.00	$12.00	0	0	PERFUMERIA
7.50103E+12	Cepillo Evenflo	$38.00	$38.00	$38.00	0	0	BEBES
99176316732	Cepillo Extra Clean 2 X 1	$29.00	$29.00	$29.00	0	0	PERFUMERIA
8.30318E+12	Cepillo Goodwild Suave	$12.00	$12.00	$12.00	0	0	PERFUMERIA
7.50107E+12	Cepillo Guzzy 	$15.00	$15.00	$15.00	0	0	PERFUMERIA
6.00102E+12	Cepillo Infantil East Rain	$10.00	$10.00	$10.00	0	0	PERFUMERIA
8.30318E+12	Cepillo Infantil Good Will	$10.00	$10.00	$10.00	0	0	PERFUMERIA
7.50955E+12	Cepillo Kids Colgate	$23.00	$23.00	$23.00	0	0	PERFUMERIA
7.50631E+12	Cepillo Kit Portatil 3	$50.00	$50.00	$50.00	0	0	PERFUMERIA
3.01426E+12	Cepillo Minnie Niña	$34.00	$34.00	$34.00	0	0	PERFUMERIA
7.50955E+12	Cepillo Minouis 	$39.00	$39.00	$39.00	0	0	PERFUMERIA
3.01426E+12	Cepillo Oral B 	$27.00	$27.00	$27.00	0	0	- Sin Departamento -
3.01426E+12	Cepillo Oral B  Toy Store Y Frozen	$45.00	$45.00	$45.00	2	0	PERFUMERIA
7.50101E+12	Cepillo Oral B 2 X 1	$25.00	$25.00	$25.00	0	0	PERFUMERIA
3.01426E+12	Cepillo Oral B 3 X 2	$58.00	$58.00	$58.00	3	0	PERFUMERIA
3.01426E+12	Cepillo Oral B Complete	$28.00	$28.00	$28.00	0	0	PERFUMERIA
3.01426E+12	Cepillo Oral B Complete 2x1	$29.00	$29.00	$29.00	0	0	PERFUMERIA
3.01426E+12	Cepillo Oral B Complex	$25.00	$25.00	$25.00	0	0	PERFUMERIA
7.50109E+12	Cepillo Oral B Croos Suave	$19.00	$19.00	$19.00	0	0	PERFUMERIA
7.50109E+12	Cepillo Oral B Indicator 	$26.00	$26.00	$26.00	3	0	PERFUMERIA
3.01426E+12	Cepillo Oral B Kids Disney	$22.00	$22.00	$22.00	0	0	PERFUMERIA
3.01426E+12	Cepillo Oral B Medio	$28.00	$28.00	$28.00	0	0	PERFUMERIA
7.50044E+12	Cepillo Oral B Pack Anual	$38.00	$38.00	$38.00	0	0	PERFUMERIA
3.01426E+12	Cepillo Oral B Pro	$15.00	$15.00	$15.00	1	0	PERFUMERIA
7.5062E+12	Cepillo Oral-B 3d Advance	$56.00	$56.00	$56.00	0	0	- Sin Departamento -
3.01426E+12	Cepillo Oral-B Advartartic	$55.00	$55.00	$55.00	0	0	PERFUMERIA
3.01426E+12	Cepillo Oral-B Complete 	$42.00	$42.00	$42.00	0	0	PERFUMERIA
7.50109E+12	Cepillo Pro	$24.00	$24.00	$24.00	0	0	PERFUMERIA
7.50101E+12	Cepillo Pro 2 X 1 	$25.00	$25.00	$25.00	0	0	PERFUMERIA
7.5063E+12	Cepillo Pro 2 X 1	$26.00	$26.00	$26.00	0	0	PERFUMERIA
7.50109E+12	Cepillo Pro Doble Accion 	$26.00	$26.00	$26.00	0	0	PERFUMERIA
3.01426E+12	Cepillo Pro Multiple Accion Suave 	$32.00	$32.00	$32.00	1	0	PERFUMERIA
7.50109E+12	Cepillo Pro Plus  Suave	$22.00	$22.00	$22.00	0	0	PERFUMERIA
6.9484E+12	Cepillo Starwish	$10.00	$10.00	$10.00	0	0	PERFUMERIA
7.50104E+12	Ceporex Sup	$263.00	$263.00	$263.00	0	0	PATENTE
7.50619E+12	Cera Ego Dry 25 G	$19.00	$19.00	$19.00	1	0	PERFUMERIA
7.50619E+12	Cera Ego Dry 50 G	$35.00	$35.00	$35.00	1	0	PERFUMERIA
7.50619E+12	Cera Ego Matte 25g	$18.00	$18.00	$18.00	2	0	PERFUMERIA
7.50619E+12	Cera Ego Wet 25 G	$18.00	$18.00	$18.00	1	0	PERFUMERIA
7.50619E+12	Cera Ego Wet 50 Mg	$26.00	$26.00	$26.00	0	0	PERFUMERIA
7.50144E+12	Cera Gel Aspecto Humedo 130 Gr	$22.00	$22.00	$22.00	0	0	PERFUMERIA
7.50144E+12	Cera Gel Cerilla De Gorila 	$25.00	$25.00	$25.00	0	0	PERFUMERIA
7.50144E+12	Cera Gel Gorila Control Superior	$30.00	$30.00	$30.00	0	0	PERFUMERIA
7.50144E+12	Cera Gel Moco De Gorila Brillo	$30.00	$30.00	$30.00	0	0	PERFUMERIA
7.50144E+12	Cera Gel Punky Junky	$39.00	$39.00	$39.00	0	0	PERFUMERIA
7.50044E+12	Cera Old Spice 	$48.00	$48.00	$48.00	0	0	PERFUMERIA
7.50044E+12	Cera Old Spice Cera	$53.00	$53.00	$53.00	0	0	PERFUMERIA
7.50044E+12	Cera Old Spice Fibra Moldeadora	$48.00	$48.00	$48.00	0	0	PERFUMERIA
7.50144E+12	Cera Punky  Firme Larga Duracion	$22.00	$22.00	$22.00	0	0	PERFUMERIA
7.50185E+12	Cera Wax&shine	$36.00	$36.00	$36.00	0	0	PERFUMERIA
7.50185E+12	Cera Xiomara Wax	$32.00	$32.00	$32.00	0	0	PERFUMERIA
7.50185E+12	Cera Xiomara Wax & Shine	$32.00	$32.00	$32.00	0	0	PERFUMERIA
7.50144E+12	Ceragel Junky Junky Aspecto Humedo	$39.00	$39.00	$39.00	0	0	PERFUMERIA
7.50144E+12	Cerilla De Gorila	$28.00	$28.00	$28.00	0	0	PERFUMERIA
7.50126E+12	Cetirizina Solucion	$7.00	$70.00	$70.00	0	0	GENERICOS
7.50128E+12	Cetirizina Tab 	$75.00	$75.00	$75.00	2	0	GENERICOS
7.50126E+12	Cetirizina Tab	$85.00	$85.00	$85.00	0	0	GENERICOS
7.50101E+12	Cevalin Tab Masticables	$60.00	$60.00	$60.00	0	0	PATENTE
19715018	Cevalin Tab Masticables	$60.00	$60.00	$60.00	0	0	PATENTE
 CHETOS DE 145 GRE	Chetos De 145 Gr	$26.00	$26.00	$26.00	0	0	VENTA LIBRE
 CHICLES HUBBA BUBBA	Chicle Hubba Bubba	$1.00	$1.00	$1.00	0	0	VENTA LIBRE
 CLICLES	Chicles  De Cajita	$1.00	$1.00	$1.00	100	0	VENTA LIBRE
 CHICLES CANELS	Chicles Canels	$1.00	$1.00	$1.00	4	0	VENTA LIBRE
 CHICLOSOS	Chiclosos	$1.00	$1.00	$1.00	44	0	VENTA LIBRE
 CHINCHETAS	Chinchetas Alyamex	$26.00	$26.00	$26.00	4	0	PAPELERIA
 CHIQUITIN BEBIBLE	Chiquitin Bebible	$10.00	$10.00	$10.00	4	0	VENTA LIBRE
 CHOCOLATE M&M	Chocolate M&M	$14.00	$14.00	$14.00	0	0	VENTA LIBRE
 CHOCOLATE M&M FORMAZ	Chocolate M&m Forma De Corazon 	$30.00	$30.00	$30.00	0	0	VENTA LIBRE
 TURIN	Chocolate Turin Sin Azucar	$13.00	$13.00	$13.00	0	0	VENTA LIBRE
7.50139E+12	Cholal Modificado Ingerible	$389.00	$389.00	$389.00	0	0	PATENTE
7.68034E+12	Choriomon 5000UI Inyectable	$785.00	$785.00	$785.00	0	0	PATENTE
7.59684E+11	Chupon Jaloma	$5.00	$5.00	$5.00	4	0	BEBES
7.50107E+12	Chupon Mayware	$28.00	$28.00	$28.00	0	0	PERFUMERIA
7.50107E+12	Chupon Mayware Fosforescente	$12.00	$12.00	$12.00	0	0	PERFUMERIA
7.50107E+12	Chupon Mayware Peppa Pig	$56.00	$56.00	$56.00	0	0	BEBES
7.50107E+12	Chupon Mayware Yo Quiero A Mi Mama	$36.00	$36.00	$36.00	0	0	PERFUMERIA
37836060175	Chupon Ricitos De Oro	$52.00	$52.00	$52.00	0	0	PERFUMERIA
37836060151	Chupon Ricitos De Oro  6 Meses	$36.00	$36.00	$36.00	0	0	PERFUMERIA
37836060144	Chupon Ricitos De Oro 0 A 6 Meses	$32.00	$32.00	$32.00	0	0	PERFUMERIA
7.50201E+12	Chupon Rosmar Flor	$8.00	$8.00	$8.00	1	0	BEBES
7.5013E+12	Cicloferon Crema	$49.00	$49.00	$49.00	0	0	PERFUMERIA
 CIGARROS	Cigarros	$6.00	$6.00	$6.00	0	0	VENTA LIBRE
7.503E+12	Cinarizina Tabletas	$75.00	$75.00	$75.00	0	0	GENERICOS
7.50129E+12	Cinitaprida Tab	$130.00	$130.00	$130.00	0	0	GENERICOS
7.50225E+12	Cinitaprida Tab 1 Gr	$120.00	$120.00	$120.00	0	0	GENERICOS
 CINTA ADHESIVA 48X10	Cinta Adhesiva 48x100	$38.00	$38.00	$38.00	5	0	PAPELERIA
 CINTA ADHESIVA 5.0 C	Cinta Adhesiva 5.0 Cm	$38.00	$38.00	$38.00	0	0	PERFUMERIA
 CINTA ADHESIVA 	Cinta Adhesiva Chica 	$5.00	$5.00	$5.00	20	0	PAPELERIA
 CINTA ADHESIVA G	Cinta Adhesiva Grande Tuk 12 X 65	$14.00	$14.00	$14.00	3	0	PAPELERIA
 CINT ADHESIVA 	Cinta Adhesiva Masking Chica 12 X 10	$7.00	$7.00	$7.00	4	0	PAPELERIA
 CINTA ADHESIVA -	Cinta Adhesiva Navitek	$12.00	$12.00	$12.00	0	0	PAPELERIA
 DIUREX  MAVITEK 18X 	Cinta Adhesiva Navitek 18 x 33	$10.00	$10.00	$10.00	0	0	PAPELERIA
 CINTA ADHESIVA  TRAN	Cinta Adhesiva Transparente 48 X 150 Mts	$45.00	$45.00	$45.00	0	0	PAPELERIA
 CINTA ADHESIVA TRANS	Cinta Adhesiva Transparente 48 X50 Mm	$22.00	$22.00	$22.00	0	0	PAPELERIA
 CINTA ADHESIVA M	Cinta Adhesiva Tuck Masking 12 X 50 M	$25.00	$25.00	$25.00	0	0	PAPELERIA
 CINTA CANELA 48MMX50	Cinta Canela 48 Mm X 50m	$20.00	$20.00	$20.00	7	0	PAPELERIA
 CINTA CANELA GRANDE 	Cinta Canela Grande	$45.00	$45.00	$45.00	0	0	PAPELERIA
 CINTA CANELA MEDIANA	Cinta Canela Mediana	$22.00	$22.00	$22.00	0	0	PAPELERIA
 CINTA CORRECTORA	Cinta Correctora Barrilito	$30.00	$30.00	$30.00	2	0	PAPELERIA
 CINTA CORRECTORA BIC	Cinta Correctora Bic	$30.00	$30.00	$30.00	1	0	PAPELERIA
 CINTA CURLING AZUL 4	Cinta Curling Azul 457mts	$40.00	$40.00	$40.00	1	0	PAPELERIA
 CINTA CURLING POR ME	Cinta Curling Por Metro	$1.00	$1.00	$1.00	10	0	PAPELERIA
 CINTA DE DIRUEX	Cinta De Diurex Invisible	$30.00	$30.00	$30.00	1	0	PAPELERIA
 CINTA DECORADA	Cinta Decorada	$6.00	$6.00	$6.00	13	0	PAPELERIA
7.21672E+11	Cinta Maskin De 36 Mm X 50 M	$76.00	$76.00	$76.00	1	0	PAPELERIA
 CINTA MASKING 12X50 	Cinta Masking 12x50 Navitek	$20.00	$20.00	$20.00	0	0	PAPELERIA
 CINTA MASKING 18X50	Cinta Masking 18x50 Navitek	$27.00	$27.00	$27.00	1	0	PAPELERIA
 CINTAS METALICAS HOL	Cinta Metalica Holografica	$6.00	$6.00	$6.00	57	0	PAPELERIA
 CINTA MICROPOROSA B	Cinta Microporosa Blanca 	$26.00	$26.00	$26.00	3	0	MATERIAL DE CURACION
7.50138E+12	Cinta Microporosa Blanca 1.25 X 10	$17.00	$17.00	$17.00	0	0	MATERIAL DE CURACION
 CINTA MICROPOROSA BL	Cinta Microporosa Blanca 2.5 X 10	$28.00	$28.00	$28.00	15	0	MATERIAL DE CURACION
 CINTA MICROPOROSA 5 	Cinta Microporosa Blanca 5 X 10 M	$35.00	$35.00	$35.00	4	0	MATERIAL DE CURACION
 CINTA MICROPOROSA PI	Cinta Microporosa Piel 1.25 X 10 Cm	$17.00	$17.00	$17.00	23	0	MATERIAL DE CURACION
7.50643E+12	Cinta Microporosa Piel 2.5 X 10 Cm	$30.00	$30.00	$30.00	3	0	MATERIAL DE CURACION
7.70214E+12	Cinta Microporosa Piel Cureband	$20.00	$20.00	$20.00	1	0	MATERIAL DE CURACION
 CINTA TRANSPARENTE	Cinta Transparente 48x50	$20.00	$20.00	$20.00	3	0	PAPELERIA
 CINTA TRANSPORE	Cinta Transpore 7.5cm	$60.00	$60.00	$60.00	2	0	MATERIAL DE CURACION
8400007704	Ciprofloxacino  Ungúento 	$110.00	$110.00	$110.00	0	0	GENERICOS
7.50135E+12	Ciprofloxacino Oftalmico	$80.00	$80.00	$80.00	2	0	GENERICOS
7.80083E+11	Ciprofloxacino Oftalmico	$8.00	$80.00	$80.00	1	0	GENERICOS
7.36085E+11	Ciprofloxacino Ofteno	$185.00	$185.00	$185.00	0	0	GENERICOS
7.503E+12	Ciprofloxacino Tab 250 Mg	$35.00	$35.00	$35.00	0	0	GENERICOS
7.50157E+12	Ciprofloxacino Tab 500 Mg Con 8 Tab	$50.00	$50.00	$50.00	1	0	GENERICOS
7.85119E+11	Ciprofloxacino Tab 500mg	$65.00	$65.00	$65.00	0	0	GENERICOS
7.80351E+12	Ciruelax Tab	$85.00	$85.00	$85.00	0	0	PATENTE
7.50183E+12	Ck 2 Tabletas	$35.00	$35.00	$35.00	0	0	GENERICOS
7.50201E+12	Clamoxin 600 Suspension	$95.00	$95.00	$95.00	0	0	GENERICOS
7.50201E+12	Clamoxin 875/125mg	$110.00	$110.00	$110.00	1	0	PATENTE
 CLAMOXIN SUSP 200	Clamoxin Susp 200 Mg	$45.00	$45.00	$45.00	0	0	GENERICOS
7.50201E+12	Clamoxin Tab 500/125	$100.00	$100.00	$100.00	0	0	GENERICOS
7.50135E+12	Clamoxin Tab De 850/125 Mg	$110.00	$110.00	$110.00	1	0	GENERICOS
7.50201E+12	Claritromicina 500 Tab Recubiertas 	$150.00	$150.00	$150.00	0	0	GENERICOS
7.85119E+11	Claritromicina Susp 250 Mg	$135.00	$135.00	$135.00	1	0	GENERICOS
7.85119E+11	Claritromicina Suspension 125 Mg	$95.00	$95.00	$95.00	0	0	GENERICOS
7.85119E+11	Claritromicina Tab 500 	$130.00	$130.00	$130.00	4	0	GENERICOS
7.50105E+12	Clarityde D Infantil	$225.00	$225.00	$225.00	0	0	PATENTE
7.50105E+12	Clarytide D Jarabe 30 Ml Pediatrico	$208.00	$208.00	$208.00	0	0	PATENTE
7.50105E+12	Clarytine-D Tab	$425.00	$425.00	$425.00	0	0	PATENTE
7.85119E+11	Clindamicicina Con Ketoconazol Tab Vaginales	$85.00	$85.00	$85.00	0	0	GENERICOS
7.50222E+12	Clindamicina Capsulas 300 Mg	$95.00	$95.00	$95.00	0	0	GENERICOS
7.50222E+12	Clindamicina Capsulas 300Mg	$95.00	$95.00	$95.00	0	0	generico (Eliminado 06/08/2020)
7.50135E+12	Clindamicina Capsulas 300mg	$95.00	$95.00	$95.00	0	0	GENERICOS
7.85119E+11	Clindamicina Con Ketoconazol Crema	$95.00	$95.00	$95.00	1	0	GENERICOS
7.85119E+11	Clindamicina Gel	$45.00	$45.00	$45.00	0	0	GENERICOS
7.50135E+12	Clindamicina Iny 300 Mg	$35.00	$35.00	$35.00	2	0	GENERICOS
7.50135E+12	Clindamicina Iny 600 Mg	$40.00	$40.00	$40.00	1	0	GENERICOS
7.503E+12	Clioquinol Crema 20g     	$35.00	$35.00	$35.00	0	0	GENERICOS
7.502E+12	Clioquinol Y Fluocinolona Crema 40g	$48.00	$48.00	$48.00	1	0	GENERICOS
 CLIP POR CAJA	Clip Acco X Caja	$13.00	$13.00	$13.00	2	0	PAPELERIA
 CLIP COLORES CAJA	Clip Colores por Caja	$16.00	$16.00	$16.00	10	0	PAPELERIA
 CLIP MARIPOSA 1	Clip Mariposa No. 1	$2.50	$2.50	$2.50	12	0	PAPELERIA
 CLIPS COLORES 	Clips Colores	$1.00	$1.00	$1.00	8	0	PAPELERIA
 CLIPS	Clips Sueltos 4x$1	$1.00	$1.00	$1.00	10	0	PAPELERIA
7.50125E+12	Clonazepam Gotas	$230.00	$230.00	$230.00	4	0	GENERICOS
7.50138E+12	Clonazepam Tab 2 Mg	$250.00	$250.00	$250.00	0	0	GENERICOS
 CLONAZEPAM	Clonazepam Tab Sueltas	$20.00	$20.00	$20.00	45	2	GENERICOS
7.50138E+12	Clonazepan 2mg	$300.00	$300.00	$300.00	2	0	PATENTE
7.50135E+12	Clonixinato De Lisina Inyectable	$65.00	$65.00	$65.00	0	0	GENERICOS
7.502E+12	Cloranfenicol Oftalmica	$45.00	$45.00	$45.00	0	0	GENERICOS
 CLORESTS 	Clorets 4 Pastillas 	$2.00	$2.00	$2.00	0	0	VENTA LIBRE
7.50145E+12	Clorfenamina Jarabe	$20.00	$20.00	$20.00	0	0	GENERICOS
 CLOROQUINA	Cloroquina (plasmodin)	$50.00	$50.00	$50.00	30	0	PASTILLAS SUELTAS
7.50105E+12	Clorotrimeton Jarabe	$54.00	$54.00	$54.00	0	0	PATENTE
7.50105E+12	Clorotrimeton Tabletas 	$58.00	$58.00	$58.00	0	0	PATENTE
7.50107E+12	Clorox 500ml	$10.00	$10.00	$10.00	11	0	PERFUMERIA
7.50107E+12	Clorox 930ml	$15.00	$15.00	$15.00	19	0	PERFUMERIA
7.50184E+12	Clotrimazol Crema Vaginal Lifersol	$55.00	$55.00	$55.00	1	0	GENERICOS
7.502E+12	Clotrimazol Ovulos Y Crema	$70.00	$70.00	$70.00	2	0	GENERICOS
7.50201E+12	Co-Exaliv	$50.00	$50.00	$50.00	0	0	GENERICOS
7.50201E+12	Cobadex Infantil Jbe	$45.00	$45.00	$45.00	7	0	GENERICOS
7.50201E+12	Cobadex Jab Adulto	$45.00	$45.00	$45.00	2	0	GENERICOS
7.50201E+12	Cobadex Pediatrico	$45.00	$45.00	$45.00	3	0	GENERICOS
7.50225E+12	Coenzima Q10	$85.00	$85.00	$85.00	0	0	GENERICOS
6.5024E+11	Coledia Tabletas	$201.00	$201.00	$201.00	0	0	PATENTE
7.50104E+12	Colgate Total 150ml	$59.00	$59.00	$59.00	1	0	PERFUMERIA
7.50955E+12	Colgate Triple Accion Xtra Blancura 50ml	$15.00	$15.00	$15.00	0	0	PERFUMERIA
7.50104E+12	Colonia Mennen	$28.00	$28.00	$28.00	0	0	PERFUMERIA
 COLORES CG	Colores Bacoiris Cortos	$16.00	$16.00	$16.00	5	0	PAPELERIA
 COLORES BEROL CORTOS	Colores Berol Cortos	$18.00	$18.00	$18.00	0	0	PAPELERIA
 COLORES BEROL LARGO	Colores Berol Largos C/12	$35.00	$35.00	$35.00	3	0	PAPELERIA
 COLORES BLANCA NIEVE	Colores Blanca Nieves C/12	$25.00	$25.00	$25.00	0	0	PAPELERIA
 COLORES BLANCA NIEV	Colores Blanca Nieves C/12 Chicos 	$15.00	$15.00	$15.00	5	0	PAPELERIA
 COLORES DELTA	Colores Delta Con 12 Piezas	$29.00	$29.00	$29.00	0	0	PAPELERIA
 COLORES MAPITA LARGO	Colores Mapita Largos	$26.00	$26.00	$26.00	3	0	PAPELERIA
 COLORES MAPITA COTOS	Colores Mapitas Cortos 	$16.00	$16.00	$16.00	10	0	PAPELERIA
 COLORES MULTICOLOR	Colores Multicolor Shely Por  Caja	$75.00	$75.00	$75.00	1	0	PAPELERIA
 COLORES PELIKAN	Colores Pelikan Largos Con 12	$72.00	$72.00	$72.00	3	0	PAPELERIA
 COLORES PRISMACOLOR	Colores Prismacolor 	$93.00	$93.00	$93.00	0	0	PAPELERIA
